Move 1,Move 2
0.8011717518693522,0.7071955832995866
0.7913403666725284,0.6536989644954079
0.7940008601075724,0.662677924274004
0.7868948603669802,0.6622497246453637
0.7915006664238478,0.6394476274910726
0.8177306407964543,0.6560956227151971
0.7942351814163359,0.6988560936952892
0.8074553882213016,0.6455999268512976
0.7944785848455994,0.6534104433498884
0.8077715509380513,0.6440574790302076
0.8143525375543457,0.647792323482664
0.7735660074572814,0.6717816534795259
0.7942266050922243,0.6690215960929268
0.801601032633879,0.6564971972452966
0.80628160844606,0.6642252175431502
0.7924646433246764,0.6641014941428837
0.8020465511436525,0.6510123512462566
0.7982439239950556,0.6670912433611719
0.795698840327953,0.6889205923990199
0.7987302100972126,0.6597639569326451
